Company,TypeName,Inches,OpSys,Weight,Price,width,height,CpuClockSpeed,Memory_space,Gpu_brand,Gpu_model,Cpu_brand,Cpu_series,Cpu_model_number
Lenovo,Notebook,15.6,Windows 10,2.5,130482.72,1920,1080,2.9,512.0,Nvidia,650.8931297709923,Intel,Core i7,7820H
Asus,Gaming,17.3,Windows 10,3.2,90309.6,1920,1080,3.2,256.0,AMD,580.0,AMD,Ryzen 1,1600
HP,Notebook,15.6,Windows 10,2.1,18488.16,1366,768,1.6,500.0,Intel,400.0,Intel,Celeron,3060
Google,Ultrabook,12.3,Chrome OS,1.1,117162.72,2400,1600,1.3,512.0,Intel,615.0,Intel,Core i7,7200U
Lenovo,Ultrabook,24.0,Windows 10,1.32,126912.96,2560,1440,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Asus,Notebook,15.6,Linux,2.0,29783.52,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,17.3,Windows 10,2.8,27652.32,1600,900,2.5,1.0,AMD,4.0,AMD,A6-Series,9220
Dell,Notebook,15.6,Windows 10,2.2,39906.72,1920,1080,1.6,256.0,AMD,530.0,Intel,Core i5,8250U
Lenovo,Ultrabook,12.5,Windows 10,1.36,76137.12,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,15.6,Windows 10,2.2,18594.72,1920,1080,1.1,128.0,Intel,505.0,Intel,Pentium,4200
HP,Gaming,15.6,Windows 10,2.2,58554.72,1920,1080,2.8,128.0,Nvidia,1050.0,Intel,Core i7,7700H
Dell,Notebook,14.0,Windows 10,1.64,62817.12,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i5,7440H
Acer,Notebook,15.6,Linux,2.4,23539.104,1366,768,2.5,500.0,Intel,620.0,Intel,Core i5,7200U
Dell,Workstation,15.6,Windows 10,2.23,106187.04,1920,1080,3.0,64.0,Nvidia,620.0,Intel,unknown,1505M
MSI,Gaming,15.6,Windows 10,2.2,54757.9872,1920,1080,2.5,256.0,Nvidia,1050.0,Intel,Core i5,7300H
Microsoft,Ultrabook,13.5,Windows 10 S,1.25,137941.92,2256,1504,2.5,512.0,Intel,640.0,Intel,Core i7,7660U
HP,Notebook,15.6,Windows 10,1.91,31381.92,1366,768,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Dell,Workstation,15.6,Windows 10,2.17,105228.0,1920,1080,2.7,256.0,Nvidia,620.0,Intel,Core i7,6820H
HP,Workstation,15.6,Windows 10,2.31,81731.52,1920,1080,2.9,512.0,Intel,620.0,Intel,Core i7,7820H
Lenovo,Notebook,14.0,Windows 10,1.65,71661.6,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,2.36,52161.12,1920,1080,1.8,128.0,AMD,530.0,Intel,Core i7,8550U
Dell,2 in 1 Convertible,11.6,Windows 10,1.47,25521.12,1366,768,1.6,500.0,Intel,405.0,Intel,Pentium,3710
Dell,Notebook,17.3,Windows 10,4.42,109010.88,1920,1080,2.7,1.0,Nvidia,1060.0,Intel,Core i7,7700H
Microsoft,Ultrabook,13.5,Windows 10 S,1.252,52693.92,2256,1504,2.2,128.0,Intel,615.0,Intel,Core M m3,7200U
Microsoft,Ultrabook,33.5,Windows 10 S,1.25,95850.72,2256,1504,2.5,256.0,Intel,640.0,Intel,Core i7,7660U
HP,Notebook,17.3,Windows 10,2.5,34093.872,1600,900,2.0,256.0,Intel,520.0,Intel,Core i3,6006U
Acer,Notebook,15.6,Windows 10,2.23,28984.32,1920,1080,2.0,1.0,Nvidia,650.8931297709923,Intel,Core i3,6006U
Acer,Netbook,11.6,Windows 10,1.4,23176.8,1366,768,1.6,128.0,Intel,400.0,Intel,Celeron,3060
Asus,Notebook,15.6,Windows 10,2.37,39906.72,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,14.0,No OS,1.5,42570.72,1920,1080,2.7,512.0,AMD,460.0,Intel,Core i7,7500U
Lenovo,Notebook,15.6,Windows 10,2.67,111355.2,1920,1080,2.9,256.0,Nvidia,650.8931297709923,Intel,Core i7,7820H
Asus,Notebook,15.6,Windows 10,2.0,16197.12,1366,768,1.1,500.0,Intel,500.0,Intel,Pentium,4200
Acer,Notebook,15.6,Windows 10,2.2,24988.32,1366,768,2.0,500.0,Nvidia,650.8931297709923,Intel,Core i3,6006U
Dell,Notebook,15.6,Windows 10,2.02,40439.52,1920,1080,1.6,2.0,AMD,530.0,Intel,Core i5,8250U
HP,Gaming,17.3,Windows 10,3.78,90522.72,1920,1080,2.8,1.0,Nvidia,1060.0,Intel,Core i7,7700H
Lenovo,Ultrabook,14.0,Windows 10,1.4,98994.24,2560,1440,2.6,256.0,Intel,520.0,Intel,Core i7,6600U
HP,2 in 1 Convertible,13.3,Windows 10,1.29,106506.72,3840,2160,1.8,512.0,Intel,620.0,Intel,Core i7,8550U
HP,Notebook,15.6,Windows 10,1.9,61485.12,1920,1080,2.5,500.0,AMD,650.8931297709923,Intel,Core i5,7200U
Google,Ultrabook,12.3,Chrome OS,1.1,67932.0,2400,1600,1.2,128.0,Intel,615.0,Intel,Core i5,7200U
Dell,Ultrabook,13.3,Windows 10,1.42,98133.768,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Asus,Notebook,15.6,Windows 10,2.06,69210.72,3840,2160,2.6,128.0,Intel,530.0,Intel,Core i7,6700H
Dell,Notebook,14.0,Windows 10,1.79,39427.2,1366,768,2.3,128.0,Intel,520.0,Intel,Core i3,6100U
Dell,Workstation,15.130817610062895,Windows 10,1.78,128298.24,1920,1080,2.8,256.0,Nvidia,1200.0,Intel,Core i7,7700H
Lenovo,Notebook,14.0,Windows 10,1.7,72673.92,1920,1080,2.5,180.0,Intel,620.0,Intel,Core i5,7200U
Toshiba,Notebook,13.3,Windows 10,1.05,89084.16,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,2.16,67239.36,1920,1080,1.8,512.0,Nvidia,650.8931297709923,Intel,Core i7,8550U
Dell,Notebook,15.6,Windows 10,2.18,31254.048,1366,768,2.4,1.0,Intel,620.0,Intel,Core i3,7100U
HP,Notebook,13.3,Windows 10,1.49,38681.28,1920,1080,1.6,128.0,Intel,620.0,Intel,Core i5,8250U
Chuwi,Notebook,15.6,Windows 10,1.89,13261.392,1920,1080,1.44,64.0,Intel,650.8931297709923,Intel,Atom,8350
Lenovo,Notebook,15.6,Windows 10,2.3,30103.2,1366,768,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,14.0,Windows 10,1.75,55890.72,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Dell,Workstation,15.6,Windows 10,2.17,124568.64,1920,1080,2.7,512.0,Nvidia,620.0,Intel,Core i7,6820H
Dell,Notebook,15.6,Windows 10,2.06,101178.72,1920,1080,2.8,512.0,Nvidia,1050.0,Intel,Core i7,7700H
Lenovo,Ultrabook,12.5,Windows 10,1.36,95797.44,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Asus,Ultrabook,12.5,Windows 10,0.91,103896.0,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,15.6,Windows 10,2.3,53918.8272,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Toshiba,Ultrabook,13.3,Windows 10,1.05,149130.72,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Asus,Gaming,15.6,Windows 10,1.99,71928.0,1920,1080,2.8,128.0,Nvidia,1050.0,Intel,Core i7,7700H
Acer,Notebook,15.6,Windows 10,2.2,30849.12,1366,768,2.5,1.0,AMD,540.0,AMD,unknown,9620P
Asus,Gaming,17.3,Windows 10,4.33,67612.32,1920,1080,2.6,256.0,Nvidia,650.8931297709923,Intel,Core i7,6700H
Lenovo,Ultrabook,12.5,Windows 10,1.3,58554.72,1366,768,2.3,180.0,Intel,520.0,Intel,Core i5,6200U
Lenovo,Notebook,15.6,Windows 10,2.17,47893.392,1920,1080,1.8,256.0,Intel,620.0,Intel,Core i7,8550U
HP,Notebook,14.0,Windows 10,1.48,93186.72,1920,1080,2.8,1.0,Intel,620.0,Intel,Core i7,7600U
Lenovo,Notebook,13.3,Windows 10,1.4,50562.72,1920,1080,2.4,256.0,Intel,620.0,Intel,Core i3,7100U
Lenovo,Notebook,15.6,Windows 10,2.3,48538.08,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Asus,Netbook,11.6,Windows 10 S,1.2,18115.2,1366,768,1.1,64.0,Intel,500.0,Intel,Celeron,3350
HP,Notebook,15.6,Windows 10,1.91,32979.7872,1366,768,2.5,256.0,AMD,520.0,Intel,Core i5,7200U
Lenovo,2 in 1 Convertible,13.9,Windows 10,1.4,85194.72,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Lenovo,Notebook,14.0,Windows 10,2.1,15930.72,1366,768,1.1,500.0,Intel,500.0,Intel,Celeron,3350
Lenovo,Netbook,11.6,Chrome OS,1.25,14119.2,1366,768,1.6,16.0,Intel,400.0,Intel,Celeron,3060
Lenovo,Notebook,13.3,Windows 10,1.44,50562.72,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Asus,Notebook,15.6,Windows 10,2.0,65214.72,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Acer,Notebook,15.6,Windows 10,2.2,32660.64,1920,1080,1.6,1.0,Nvidia,150.0,Intel,Core i5,8250U
HP,Ultrabook,13.3,Windows 10,1.34,70489.44,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Gaming,15.6,No OS,2.4,61218.72,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
Dell,Ultrabook,13.3,Windows 10,1.29,47898.72,1920,1080,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Acer,Notebook,15.6,Windows 10,2.2,34045.92,1920,1080,2.7,500.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.18,44542.08,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,2.2,64961.1072,1920,1080,1.8,256.0,AMD,530.0,Intel,Core i7,8550U
Xiaomi,Notebook,15.6,No OS,1.95,74589.336,1920,1080,1.8,256.0,Nvidia,150.0,Intel,Core i7,8550U
Asus,Netbook,11.6,Windows 10,1.1,13053.6,1366,768,1.1,32.0,Intel,500.0,Intel,Celeron,3350
HP,Notebook,15.6,Windows 10,2.04,27783.9216,1366,768,1.6,1.0,Intel,620.0,Intel,Core i5,8250U
Asus,Gaming,15.6,Windows 10,2.24,158135.04,1920,1080,2.8,512.0,Nvidia,1080.0,Intel,Core i7,7700H
HP,Notebook,15.6,Windows 10,2.04,47365.92,1920,1080,2.5,256.0,Nvidia,650.8931297709923,Intel,Core i5,7200U
Asus,Gaming,17.3,Windows 10,3.0,80133.12,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Lenovo,Gaming,15.6,Windows 10,3.2,74538.72,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
HP,Ultrabook,13.3,Windows 10,1.32,74538.72,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Dell,Notebook,14.0,Windows 10,1.64,68184.0144,1920,1080,2.6,256.0,Intel,620.0,Intel,Core i5,7300U
HP,Notebook,15.6,Windows 10,1.63,36709.92,1366,768,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
Dell,Notebook,17.3,Linux,2.8,47365.92,1920,1080,1.6,128.0,AMD,530.0,Intel,Core i5,8250U
Lenovo,Notebook,24.0,Windows 7,2.02,71395.2,1920,1080,2.3,256.0,Intel,520.0,Intel,Core i5,6200U
Lenovo,Notebook,15.6,Windows 10,2.2,42570.72,1920,1080,2.7,1.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Lenovo,Notebook,15.6,No OS,2.2,24455.52,1366,768,2.0,2.0,Nvidia,650.8931297709923,Intel,Core i3,6006U
Dell,Notebook,15.6,Windows 10,2.3,31168.8,1920,1080,2.5,500.0,AMD,430.0,Intel,Core i5,7200U
Dell,Notebook,15.6,Windows 10,1.9,73366.56,1920,1080,2.8,256.0,Intel,620.0,Intel,Core i5,7440H
Dell,Gaming,17.3,Windows 10,4.42,160520.3856,1920,1080,2.8,128.0,Nvidia,1070.0,Intel,Core i7,7700H
Toshiba,Notebook,15.6,Windows 10,2.0,45820.8,1920,1080,2.5,500.0,Intel,620.0,Intel,Core i5,7200U
Asus,Notebook,15.6,Windows 10,2.0,69210.72,3840,2160,2.7,256.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Mediacom,Notebook,13.3,Windows 10,1.2,19660.32,1920,1080,1.1,32.0,Intel,500.0,Intel,Celeron,3450
Asus,Gaming,15.6,Windows 10,2.3,87858.72,1920,1080,2.5,128.0,Nvidia,1060.0,Intel,Core i5,7300H
Dell,Notebook,15.6,Windows 10,1.93,72940.32,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7600U
Dell,Notebook,15.6,Windows 10,2.2,42486.0048,1920,1080,1.6,256.0,AMD,530.0,Intel,Core i5,8250U
HP,Notebook,15.6,Windows 10,1.86,21258.1872,1920,1080,1.6,256.0,Intel,405.0,Intel,Pentium,3710
HP,Gaming,17.3,Windows 10,2.62,95850.72,1920,1080,2.8,1.0,Nvidia,1060.0,Intel,Core i7,7700H
Lenovo,Notebook,14.0,Windows 10,1.87,45767.52,1920,1080,2.7,256.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Dell,Ultrabook,13.3,Windows 10,1.2,74538.72,3200,1800,1.8,256.0,Intel,620.0,Intel,Core i7,8550U
Dell,Notebook,14.0,Windows 10,1.6,39207.1536,1920,1080,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
HP,Ultrabook,13.3,Windows 10,1.34,61005.6,3200,1800,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Acer,Gaming,15.6,Linux,2.4,42517.44,1920,1080,2.5,1.0,Nvidia,1050.0,Intel,Core i5,7300H
Asus,Notebook,15.6,Windows 10,2.0,18594.72,1366,768,1.8,500.0,AMD,650.8931297709923,AMD,unknown,7110
HP,Notebook,15.6,Windows 10,2.1,37589.04,1920,1080,2.4,128.0,Intel,620.0,Intel,Core i3,7100U
Lenovo,Notebook,14.0,Windows 10,1.87,41824.8,1920,1080,2.5,500.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,15.6,No OS,2.15,24634.008,1920,1080,2.3,1.0,Intel,520.0,Intel,Core i5,6200U
HP,Notebook,15.6,Windows 10,1.86,21152.16,1920,1080,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,15.6,Windows 10,1.99,92121.12,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,15.6,Windows 10,2.2,26586.72,1920,1080,2.0,128.0,Intel,520.0,Intel,Core i3,6006U
Dell,Notebook,15.6,Windows 10,1.9,59513.2272,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Gaming,17.3,Windows 10,4.42,143802.72,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
HP,Notebook,17.3,Windows 10,2.65,28992.312,1600,900,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
HP,Notebook,17.3,Windows 10,2.63,68198.4,1920,1080,2.7,1.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
Asus,Notebook,15.6,Linux,2.0,11934.72,1366,768,1.1,500.0,Intel,500.0,Intel,Celeron,3350
Mediacom,Notebook,13.3,Windows 10,1.35,13586.4,1920,1080,1.44,32.0,Intel,650.8931297709923,Intel,Atom,8350
Lenovo,Notebook,17.3,Windows 10,2.8,50562.72,1600,900,2.7,128.0,Nvidia,650.8931297709923,Intel,Core i7,7500U
HP,Notebook,15.6,Windows 10,1.91,30310.992,1920,1080,2.5,128.0,AMD,530.0,AMD,unknown,9620P
Dell,Notebook,15.6,Windows 10,2.18,32921.712,1366,768,2.0,1.0,AMD,420.0,Intel,Core i3,6006U
Acer,2 in 1 Convertible,11.6,Windows 10,1.25,18594.72,1920,1080,2.0,32.0,Intel,500.0,Intel,Celeron,3350
Lenovo,Notebook,15.6,Windows 10,2.05,33566.4,1920,1080,2.7,128.0,Intel,620.0,Intel,Core i3,7130U
HP,Ultrabook,13.3,Windows 10,1.16,104695.2,3200,1800,1.2,512.0,Intel,515.0,Intel,Core M 6,7200U
Lenovo,Notebook,17.3,Windows 10,3.4,159786.72,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Asus,Notebook,15.6,Windows 10,2.5,44701.92,1920,1080,2.5,128.0,Nvidia,1050.0,Intel,Core i5,7300H
Dell,Ultrabook,13.3,Windows 10,1.21,85194.72,3840,2160,1.6,128.0,Intel,620.0,Intel,Core i5,8250U
Dell,Notebook,15.6,Windows 10,1.93,51095.52,1366,768,2.6,500.0,Intel,620.0,Intel,Core i5,7300U
Lenovo,Notebook,15.6,Windows 10,2.2,18328.32,1920,1080,1.1,500.0,Intel,505.0,Intel,Pentium,4200
Lenovo,Notebook,14.0,Windows 10,2.02,52747.2,1366,768,2.5,500.0,Intel,620.0,Intel,Core i5,7200U
HP,Workstation,17.3,Windows 10,3.14,99153.5472,1600,900,2.8,500.0,Nvidia,1200.0,Intel,Core i5,7440H
HP,Notebook,14.0,Windows 10,1.94,20725.92,1366,768,1.6,2.0,Intel,405.0,Intel,Pentium,3710
HP,Notebook,15.6,Windows 10,1.95,34578.72,1920,1080,3.0,256.0,AMD,530.0,AMD,A9-Series,9420
Lenovo,Notebook,15.6,Windows 10,2.3,44222.4,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,Notebook,15.6,Windows 10,2.05,36496.8,1920,1080,1.6,500.0,Intel,620.0,Intel,Core i5,8250U
Mediacom,Notebook,14.0,Windows 10,1.4,13266.72,1920,1080,1.44,32.0,Intel,650.8931297709923,Intel,Atom,8350
Toshiba,Ultrabook,14.0,Windows 10,1.24,99367.2,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Gaming,17.3,Windows 10,4.6,141884.64,1920,1080,2.7,256.0,Nvidia,1070.0,Intel,Core i7,6820H
MSI,Gaming,17.3,Windows 10,4.14,145401.12,1920,1080,2.9,512.0,Nvidia,1070.0,Intel,Core i7,7820H
Dell,Notebook,15.6,Linux,2.2,39907.2528,1920,1080,2.7,256.0,AMD,430.0,Intel,Core i7,7500U
Mediacom,Notebook,14.0,Windows 10,1.45,20725.92,1920,1080,1.1,32.0,Intel,500.0,Intel,Celeron,3450
Dell,Notebook,15.6,Windows 10,1.9,53733.9456,1366,768,2.6,500.0,Intel,620.0,Intel,Core i5,7300U
HP,Notebook,13.3,Windows 10,1.49,38308.32,1920,1080,2.4,128.0,Intel,620.0,Intel,Core i3,7100U
Dell,Notebook,15.6,Windows 10,1.93,81912.1392,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7600U
Dell,Netbook,11.6,Chrome OS,1.26,15717.6,1366,768,1.6,16.0,Intel,400.0,Intel,Celeron,3060
MSI,Gaming,17.3,Windows 10,4.5,125154.72,1920,1080,2.7,128.0,Nvidia,650.8931297709923,Intel,Core i7,6820H
HP,Gaming,17.3,Windows 10,3.78,79813.44,1920,1080,2.8,256.0,Nvidia,1050.0,Intel,Core i7,7700H
Lenovo,Ultrabook,14.0,Windows 10,8.4,89137.44,1920,1080,2.6,256.0,Intel,520.0,Intel,Core i7,6600U
Lenovo,Notebook,15.6,Windows 10,2.2,32447.52,1366,768,1.8,1.0,Intel,620.0,Intel,Core i7,8550U
Asus,Gaming,17.3,Windows 10,2.73,94305.6,1920,1080,2.5,128.0,Nvidia,1060.0,Intel,Core i5,7300H
Asus,2 in 1 Convertible,15.6,Windows 10,2.2,39373.92,1366,768,2.5,1.0,Intel,520.0,Intel,Core i5,7200U
Lenovo,Notebook,15.6,Windows 10,2.2,50562.72,1920,1080,3.6,512.0,AMD,530.0,AMD,unknown,9720P
Dell,2 in 1 Convertible,31.6,Windows 10,1.39,32127.84,1366,768,1.0,128.0,Intel,615.0,Intel,Core M 7,7200U
Samsung,Notebook,15.6,Windows 10,2.5,90522.72,1920,1080,2.8,128.0,Nvidia,1050.0,Intel,Core i7,7700H
Lenovo,Notebook,17.3,No OS,2.8,28185.12,1920,1080,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,15.6,Windows 10,2.29,24455.52,1366,768,2.3,1.0,Intel,520.0,Intel,Core i3,6100U
Lenovo,2 in 1 Convertible,13.3,Windows 10,1.37,107892.0,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Lenovo,Notebook,14.0,Windows 10,1.7,78534.72,1920,1080,2.5,256.0,Intel,630.0,Intel,Core i5,7300H
Dell,2 in 1 Convertible,12.5,Windows 10,1.34,88977.6,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Dell,Workstation,15.6,Windows 10,2.06,93932.64,1920,1080,2.8,256.0,Nvidia,620.0,Intel,Core i7,7700H
HP,Notebook,15.6,Windows 10,1.84,64948.32,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
HP,Notebook,15.6,Windows 10,2.1,35616.6144,1366,768,2.4,500.0,Intel,620.0,Intel,Core i3,7100U
Acer,Notebook,14.0,Windows 10,1.6,17529.12,1920,1080,1.1,32.0,Intel,500.0,Intel,Celeron,3450
MSI,Gaming,17.3,Windows 10,4.14,117162.72,1920,1080,2.7,128.0,Nvidia,650.8931297709923,Intel,Core i7,6820H
Dell,Notebook,15.6,Linux,2.18,24775.2,1366,768,2.0,1.0,AMD,420.0,Intel,Core i3,6006U
MSI,Gaming,15.6,Windows 10,1.8,122490.72,3840,2160,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
Toshiba,Notebook,15.6,Windows 10,2.2,74538.72,1920,1080,2.5,256.0,Intel,520.0,Intel,Core i7,6500U
Lenovo,Notebook,15.6,Windows 10,2.4,30049.92,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Lenovo,2 in 1 Convertible,15.6,Windows 10,2.0,69210.72,1920,1080,2.8,256.0,Intel,630.0,Intel,Core i7,7700H
Acer,Notebook,14.0,Windows 10,1.6,18594.72,1366,768,1.6,128.0,Intel,405.0,Intel,Pentium,3710
Lenovo,Notebook,15.6,Windows 10,2.5,261018.72,3840,2160,3.1,1.0,Nvidia,650.8931297709923,Intel,unknown,1535M
Dell,Gaming,15.6,Windows 10,2.59,46833.6528,1920,1080,2.6,1.0,Nvidia,650.8931297709923,Intel,Core i7,6700H
Dell,Notebook,15.6,Linux,2.18,23650.992,1366,768,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Dell,Notebook,15.6,Linux,2.25,19127.52,1366,768,2.0,1.0,Intel,520.0,Intel,Core i3,6006U
Dell,Notebook,15.6,Linux,1.93,46300.32,1366,768,2.6,500.0,Intel,620.0,Intel,Core i5,7300U
Asus,Gaming,17.3,Windows 10,3.0,62231.04,1920,1080,2.8,128.0,Nvidia,1050.0,Intel,Core i7,7700H
HP,Ultrabook,15.6,Windows 10,1.84,74005.92,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
MSI,Gaming,15.6,Windows 10,2.94,120831.5808,1920,1080,2.8,256.0,Nvidia,1070.0,Intel,Core i7,7700H
Acer,2 in 1 Convertible,11.6,Chrome OS,1.25,20193.12,1366,768,1.6,32.0,Intel,400.0,Intel,Celeron,3160
HP,Notebook,14.0,Windows 10,2.31,59886.72,1366,768,2.6,256.0,Intel,620.0,Intel,Core i5,7300U
Lenovo,Notebook,14.0,Windows 7,1.65,78055.2,1920,1080,2.3,256.0,Intel,520.0,Intel,Core i5,6200U
Dell,Notebook,15.6,Windows 10,2.2,41345.28,1920,1080,1.6,1.0,AMD,530.0,Intel,Core i5,8250U
Fujitsu,Notebook,15.6,Windows 10,2.2,42570.72,1366,768,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
HP,Notebook,15.6,Windows 7,1.88,49656.96,1366,768,2.3,500.0,Intel,520.0,Intel,Core i5,6200U
Mediacom,Notebook,14.0,Windows 10,1.4,12733.92,1920,1080,1.44,32.0,Intel,650.8931297709923,Intel,Atom,8350
Lenovo,Notebook,15.6,No OS,2.2,24935.04,1920,1080,2.5,128.0,Intel,620.0,Intel,Core i5,7200U
Asus,2 in 1 Convertible,13.3,Windows 10,1.5,34046.4528,1920,1080,2.5,1.0,Intel,620.0,Intel,Core i5,7200U
Asus,Ultrabook,14.0,Windows 10,11.1,101232.0,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Dell,Gaming,15.6,Windows 10,2.62,78801.12,1920,1080,2.8,256.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Lenovo,Notebook,15.6,Windows 10,1.8,44169.12,1920,1080,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Lenovo,Notebook,15.6,Windows 10,2.2,30849.12,1920,1080,2.0,1.0,Nvidia,650.8931297709923,Intel,Core i3,6006U
Asus,Notebook,15.6,Windows 10,2.0,21258.72,1366,768,1.1,1.0,Intel,500.0,Intel,Celeron,3350
Asus,Notebook,15.6,Windows 10,1.99,48304.7136,1920,1080,2.5,1.0,Nvidia,1050.0,Intel,Core i5,7300H
Dell,Ultrabook,13.3,Windows 10,1.23,99580.32,3200,1800,1.6,256.0,Intel,620.0,Intel,Core i5,8250U
Lenovo,Notebook,14.0,Windows 10,1.42,13266.72,1366,768,1.6,32.0,Intel,400.0,Intel,Celeron,3060
Lenovo,2 in 1 Convertible,13.3,Windows 10,1.37,93635.3376,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Dell,Notebook,15.6,Windows 10,2.06,127818.72,3840,2160,2.8,1.0,Nvidia,1050.0,Intel,Core i7,7700H
Lenovo,Gaming,15.6,Windows 10,2.5,59087.52,1920,1080,2.8,128.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
HP,Notebook,17.0,Windows 10,2.6,27753.552,1600,900,3.0,1.0,AMD,5.0,AMD,A9-Series,9420
Lenovo,Ultrabook,14.0,Windows 10,1.14,130536.0,1920,1080,2.7,512.0,Intel,620.0,Intel,Core i7,7500U
Asus,Gaming,15.6,No OS,2.5,62284.32,1920,1080,2.8,1.0,Nvidia,650.8931297709923,Intel,Core i7,7700H
Acer,Notebook,15.6,Windows 10,2.4,23976.0,1366,768,2.0,500.0,Intel,520.0,Intel,Core i3,6006U
Lenovo,Notebook,14.0,Windows 10,1.43,14598.72,1366,768,1.6,32.0,Intel,650.8931297709923,Intel,Celeron,3060
Acer,Ultrabook,14.0,Windows 10,1.8,48964.32,1920,1080,2.5,256.0,Intel,620.0,Intel,Core i5,7200U
Razer,Gaming,14.0,Windows 10,1.95,138474.72,1920,1080,2.8,256.0,Nvidia,1060.0,Intel,Core i7,7700H
Toshiba,Notebook,13.3,Windows 10,1.2,64628.64,1920,1080,2.3,256.0,Intel,520.0,Intel,Core i5,6200U
Lenovo,Ultrabook,12.5,Windows 10,1.36,84395.52,1920,1080,2.7,256.0,Intel,620.0,Intel,Core i7,7500U
Asus,Gaming,17.3,Windows 10,3.8,149130.72,1920,1080,2.7,512.0,Nvidia,1080.0,Intel,Core i7,6820H
Acer,Gaming,15.6,Linux,2.4,37775.52,1920,1080,2.5,1.0,Nvidia,1050.0,Intel,Core i5,7300H
